missing_count,has_camera_info,has_software,software_suspicious,has_timestamp,timestamp_consistent,timestamp_plausible,timestamp_future,exif_total_tags,has_gps,has_flash,has_orientation,image_path,label
0,0,1,0,1,1,1,0,59,0,0,0,fake_10072.jpg,0
0,0,1,1,1,0,1,0,48,0,1,0,fake_10073.jpg,0
0,0,1,1,1,1,1,0,49,0,0,1,fake_10074.jpg,0
0,0,1,1,1,0,1,0,59,0,0,0,fake_10075.jpg,0
0,1,0,0,1,0,1,0,51,0,1,1,fake_10076.jpg,0
0,0,1,1,1,1,1,0,60,0,1,1,fake_10077.jpg,0
0,0,1,0,1,0,1,0,49,0,1,0,fake_10078.jpg,0
0,0,1,1,1,1,0,1,49,0,0,1,fake_10079.jpg,0
8,1,0,0,0,0,0,0,12,0,0,1,fake_1008.jpg,0
0,0,1,0,1,0,1,0,52,0,0,1,fake_10080.jpg,0
0,0,0,0,1,1,1,0,40,0,0,1,fake_10081.jpg,0
0,1,1,0,1,0,1,0,87,1,0,0,fake_10082.jpg,0
0,1,0,0,1,0,1,0,56,0,0,0,fake_10083.jpg,0
0,0,1,0,1,0,1,0,50,0,1,1,fake_10084.jpg,0
0,0,0,0,1,0,1,0,48,1,0,0,fake_10085.jpg,0
0,0,1,1,1,1,1,0,60,0,0,1,fake_10086.jpg,0
19,0,0,0,0,0,0,0,1,0,1,0,fake_10087.jpg,0
0,0,1,1,0,0,0,0,20,0,0,0,fake_10088.jpg,0
0,0,1,0,0,0,0,0,21,0,0,1,fake_10089.jpg,0
0,0,1,1,1,0,1,0,61,1,0,0,fake_1009.jpg,0
0,0,1,1,1,1,1,0,49,0,0,1,fake_10090.jpg,0
0,0,1,0,1,0,1,0,50,0,0,1,fake_10091.jpg,0
0,0,1,0,1,0,1,0,60,0,1,1,fake_10092.jpg,0
19,0,0,0,0,0,0,0,1,0,0,1,fake_10093.jpg,0
0,0,0,0,1,1,1,0,39,0,0,0,fake_10094.jpg,0
18,0,0,0,0,0,0,0,2,0,1,1,fake_10095.jpg,0
0,0,1,0,0,0,0,0,21,0,0,1,fake_10096.jpg,0
0,0,0,0,1,1,1,0,39,0,0,0,fake_10097.jpg,0
0,0,1,1,1,1,1,0,49,0,0,1,fake_10098.jpg,0
0,0,1,1,1,0,1,0,48,0,0,0,fake_10099.jpg,0
0,1,1,1,1,1,1,0,64,0,0,1,fake_101.jpg,0
0,1,1,0,1,1,1,0,69,0,0,0,fake_1010.jpg,0
0,0,1,1,1,1,1,0,60,0,1,1,fake_10100.jpg,0
9,0,1,0,0,0,0,0,11,0,0,1,fake_10101.jpg,0
9,0,1,0,0,0,0,0,11,0,0,1,fake_10102.jpg,0
0,0,1,1,1,0,1,0,53,0,0,1,fake_10103.jpg,0
0,0,1,0,1,1,0,1,51,0,0,0,fake_10104.jpg,0
0,1,1,0,0,0,0,0,26,0,0,1,fake_10105.jpg,0
0,0,0,0,1,0,1,0,40,0,0,1,fake_10106.jpg,0
0,0,1,1,1,0,1,0,49,0,0,1,fake_10107.jpg,0
0,0,1,0,1,1,1,0,60,0,0,1,fake_10108.jpg,0
0,1,1,0,0,0,0,0,33,0,0,0,fake_10109.jpg,0
19,0,0,0,0,0,0,0,1,0,0,1,fake_1011.jpg,0
0,0,1,1,1,0,1,0,60,0,1,1,fake_10110.jpg,0
0,0,1,1,1,1,1,0,49,0,0,1,fake_10111.jpg,0
0,1,0,0,1,1,1,0,63,0,1,1,fake_10112.jpg,0
0,0,0,0,1,0,1,0,40,0,0,1,fake_10113.jpg,0
0,0,0,0,1,1,0,1,49,1,0,1,fake_10114.jpg,0
0,0,0,0,1,1,1,0,40,0,0,1,fake_10115.jpg,0
0,0,1,0,1,1,1,0,60,0,1,1,fake_10116.jpg,0
0,0,1,1,1,0,1,0,58,1,0,1,fake_10117.jpg,0
6,0,1,1,0,0,0,0,14,0,1,0,fake_10118.jpg,0
0,0,1,1,0,0,0,0,21,0,0,1,fake_10119.jpg,0
0,0,0,0,1,0,1,0,40,0,0,1,fake_1012.jpg,0
0,0,1,1,1,0,1,0,49,0,0,1,fake_10120.jpg,0
0,0,1,1,1,0,1,0,53,0,0,1,fake_10121.jpg,0
19,0,0,0,0,0,0,0,1,0,0,1,fake_10122.jpg,0
0,0,1,1,1,1,0,1,49,0,0,1,fake_10123.jpg,0
0,0,1,1,1,1,1,0,53,0,0,1,fake_10124.jpg,0
0,1,0,0,1,1,0,1,63,0,0,1,fake_10125.jpg,0
1,0,1,0,0,0,0,0,19,1,0,0,fake_10126.jpg,0
0,1,1,1,1,0,1,0,67,0,0,0,fake_10127.jpg,0
0,0,0,0,1,0,1,0,40,0,0,1,fake_10128.jpg,0
0,0,0,0,1,1,1,0,40,0,0,1,fake_10129.jpg,0
0,0,0,0,1,0,1,0,40,0,0,1,fake_1013.jpg,0
0,0,1,0,1,1,1,0,50,0,1,1,fake_10130.jpg,0
0,0,1,0,0,0,0,0,21,0,0,1,fake_10131.jpg,0
0,1,1,0,1,1,0,1,69,0,1,1,fake_10132.jpg,0
0,0,1,0,1,1,1,0,60,0,1,1,fake_10133.jpg,0
11,0,1,1,0,0,0,0,9,0,0,0,fake_10134.jpg,0
0,0,1,0,1,1,0,1,60,1,0,0,fake_10135.jpg,0
0,1,0,0,1,1,1,0,51,0,1,0,fake_10136.jpg,0
19,0,0,0,0,0,0,0,1,0,0,1,fake_10137.jpg,0
19,0,0,0,0,0,0,0,1,0,0,1,fake_10138.jpg,0
0,0,1,0,1,0,1,0,51,0,1,0,fake_10139.jpg,0
0,0,0,0,1,0,1,0,39,0,0,0,fake_1014.jpg,0
0,0,1,1,1,0,1,0,49,0,0,1,fake_10140.jpg,0
0,0,0,0,1,1,0,1,40,0,1,1,fake_10141.jpg,0
6,0,1,1,0,0,0,0,14,0,1,0,fake_10142.jpg,0
0,1,1,1,0,0,0,0,40,0,0,1,fake_10143.jpg,0
0,1,1,0,0,0,0,0,39,0,0,0,fake_10144.jpg,0
0,1,1,0,0,0,0,0,32,0,0,1,fake_10145.jpg,0
6,0,1,1,0,0,0,0,14,0,0,1,fake_10146.jpg,0
0,0,1,0,1,1,1,0,49,0,1,0,fake_10147.jpg,0
0,0,1,1,1,0,1,0,49,0,0,1,fake_10148.jpg,0
0,0,1,1,1,1,1,0,48,0,0,0,fake_10149.jpg,0
0,0,1,1,1,0,1,0,53,0,0,1,fake_1015.jpg,0
0,0,1,0,1,1,1,0,50,0,1,1,fake_10150.jpg,0
10,0,1,0,0,0,0,0,10,0,0,0,fake_10151.jpg,0
10,0,1,1,0,0,0,0,10,0,0,1,fake_10152.jpg,0
0,0,1,0,1,0,1,0,52,0,0,1,fake_10153.jpg,0
0,0,1,1,1,1,1,0,52,0,0,0,fake_10154.jpg,0
0,0,1,0,1,1,0,1,69,1,1,1,fake_10155.jpg,0
0,0,1,0,1,1,1,0,50,0,0,1,fake_10156.jpg,0
0,0,1,1,0,0,0,0,20,0,0,0,fake_10157.jpg,0
10,0,0,0,0,0,0,0,10,1,0,1,fake_10158.jpg,0
7,0,1,0,0,0,0,0,13,0,0,1,fake_10159.jpg,0
19,0,0,0,0,0,0,0,1,0,0,1,fake_1016.jpg,0
0,0,0,0,1,1,0,1,39,0,0,0,fake_10160.jpg,0
0,0,1,0,1,0,1,0,60,0,0,1,fake_10161.jpg,0
0,0,1,0,1,1,1,0,52,0,1,1,fake_10162.jpg,0
0,1,0,0,1,1,1,0,58,0,0,0,fake_10163.jpg,0
0,1,1,0,0,0,0,0,31,0,0,1,fake_10164.jpg,0
0,0,1,0,1,0,1,0,60,0,0,1,fake_10165.jpg,0
0,0,1,1,1,0,1,0,49,0,1,1,fake_10166.jpg,0
0,0,1,1,1,1,1,0,49,0,0,1,fake_10167.jpg,0
0,0,1,1,1,1,0,1,49,0,0,1,fake_10168.jpg,0
0,0,1,0,1,1,0,1,52,0,0,1,fake_10169.jpg,0
0,0,0,0,1,0,1,0,39,0,0,0,fake_1017.jpg,0
0,1,1,0,1,1,0,1,63,0,0,1,fake_10170.jpg,0
0,0,0,0,1,1,1,0,49,1,1,1,fake_10171.jpg,0
0,0,1,0,1,1,1,0,49,0,1,0,fake_10172.jpg,0
0,0,0,0,1,1,1,0,40,0,0,1,fake_10173.jpg,0
0,0,0,0,1,1,1,0,40,0,0,1,fake_10174.jpg,0
0,0,1,0,1,0,1,0,52,0,1,1,fake_10175.jpg,0
0,1,1,0,0,0,0,0,40,0,0,1,fake_10176.jpg,0
0,0,1,1,1,1,0,1,60,0,0,1,fake_10177.jpg,0
8,0,1,0,0,0,0,0,12,0,0,0,fake_10178.jpg,0
0,1,1,0,1,1,1,0,79,1,0,1,fake_10179.jpg,0
0,0,1,0,1,0,1,0,52,0,0,1,fake_1018.jpg,0
7,0,1,0,0,0,0,0,13,0,0,1,fake_10180.jpg,0
19,0,0,0,0,0,0,0,1,0,0,1,fake_10181.jpg,0
0,0,0,0,1,0,1,0,39,0,0,0,fake_10182.jpg,0
0,0,1,1,1,1,1,0,53,0,0,1,fake_10183.jpg,0
0,1,0,0,1,1,0,1,62,0,0,0,fake_10184.jpg,0
19,0,0,0,0,0,0,0,1,0,0,1,fake_10185.jpg,0
0,1,0,0,1,1,1,0,53,0,1,1,fake_10186.jpg,0
0,0,0,0,1,1,1,0,40,0,1,1,fake_10187.jpg,0
0,1,1,1,0,0,0,0,43,0,0,0,fake_10188.jpg,0
0,0,1,0,1,0,1,0,52,0,0,1,fake_10189.jpg,0
0,0,1,1,0,0,0,0,21,0,0,1,fake_1019.jpg,0
0,0,1,0,1,0,1,0,51,0,0,0,fake_10190.jpg,0
0,1,1,1,0,0,0,0,22,0,1,1,fake_10191.jpg,0
10,0,1,1,0,0,0,0,10,0,0,1,fake_10192.jpg,0
0,0,1,1,1,1,1,0,49,0,1,1,fake_10193.jpg,0
9,0,1,1,0,0,0,0,11,0,1,1,fake_10194.jpg,0
0,0,0,0,1,1,0,1,39,0,1,0,fake_10195.jpg,0
0,0,0,0,1,1,1,0,39,0,0,0,fake_10196.jpg,0
0,0,1,1,1,1,1,0,49,0,0,1,fake_10197.jpg,0
0,0,0,0,1,1,1,0,40,0,0,1,fake_10198.jpg,0
0,0,1,1,1,1,1,0,49,0,0,1,fake_10199.jpg,0
0,0,1,1,1,1,1,0,68,1,1,0,fake_102.jpg,0
0,1,1,1,1,1,1,0,58,0,1,0,fake_1020.jpg,0
0,1,1,1,1,1,1,0,81,1,0,1,fake_10200.jpg,0
10,0,1,1,0,0,0,0,10,0,0,1,fake_10201.jpg,0
0,0,1,1,1,0,1,0,49,0,1,1,fake_10202.jpg,0
0,0,1,0,1,1,1,0,60,0,0,1,fake_10203.jpg,0
0,0,1,1,1,1,0,1,49,0,0,1,fake_10204.jpg,0
0,0,1,1,1,1,1,0,53,0,0,1,fake_10205.jpg,0
9,0,1,0,0,0,0,0,11,0,0,1,fake_10206.jpg,0
0,0,1,0,0,0,0,0,21,0,0,1,fake_10207.jpg,0
0,1,1,0,1,1,1,0,72,0,0,0,fake_10208.jpg,0
0,0,1,1,1,0,1,0,52,0,0,0,fake_10209.jpg,0
0,0,1,0,1,1,1,0,60,0,1,1,fake_1021.jpg,0
10,0,0,0,0,0,0,0,10,1,0,1,fake_10210.jpg,0
0,1,1,0,0,0,0,0,30,0,0,1,fake_10211.jpg,0
0,0,1,1,0,0,0,0,22,0,1,1,fake_10212.jpg,0
0,0,1,1,1,0,1,0,53,0,0,1,fake_10213.jpg,0
0,0,1,1,1,1,1,0,49,0,0,1,fake_10214.jpg,0
0,0,1,1,1,0,1,0,52,0,0,0,fake_10215.jpg,0
0,1,1,1,1,1,1,0,77,0,0,0,fake_10216.jpg,0
0,0,1,0,1,1,0,1,51,0,0,0,fake_10217.jpg,0
0,1,1,1,0,0,0,0,22,0,0,1,fake_10218.jpg,0
0,0,1,0,1,0,1,0,49,0,0,0,fake_10219.jpg,0
0,0,0,0,1,1,1,0,40,0,0,1,fake_1022.jpg,0
10,0,1,0,0,0,0,0,10,0,0,0,fake_10220.jpg,0
7,0,1,0,0,0,0,0,13,0,0,1,fake_10221.jpg,0
0,0,1,0,1,0,1,0,52,0,0,1,fake_10222.jpg,0
0,0,1,1,1,0,1,0,53,0,0,1,fake_10223.jpg,0
0,0,1,1,1,1,1,0,52,0,0,0,fake_10224.jpg,0
0,0,1,1,0,0,0,0,21,0,1,0,fake_10225.jpg,0
0,0,1,1,1,1,1,0,52,0,0,0,fake_10226.jpg,0
0,1,0,0,1,0,1,0,59,0,1,1,fake_10227.jpg,0
0,0,1,1,1,1,0,1,49,0,0,1,fake_10228.jpg,0
0,0,0,0,1,1,0,1,49,1,0,1,fake_10229.jpg,0
0,1,1,0,1,1,1,0,68,0,0,0,fake_1023.jpg,0
0,0,1,1,1,1,0,1,49,0,0,1,fake_10230.jpg,0
0,0,0,0,1,1,1,0,39,0,0,0,fake_10231.jpg,0
19,0,0,0,0,0,0,0,1,0,0,1,fake_10232.jpg,0
0,0,1,1,1,1,1,0,53,0,1,1,fake_10233.jpg,0
0,0,1,1,1,0,1,0,49,0,1,1,fake_10234.jpg,0
0,0,0,0,1,0,1,0,40,0,0,1,fake_10235.jpg,0
2,1,0,0,0,0,0,0,18,0,0,1,fake_10236.jpg,0
11,0,1,1,0,0,0,0,9,0,0,0,fake_10237.jpg,0
0,0,0,0,1,0,1,0,39,0,0,0,fake_10238.jpg,0
19,0,0,0,0,0,0,0,1,0,0,1,fake_10239.jpg,0
0,1,1,0,1,0,1,0,62,0,1,1,fake_1024.jpg,0
0,0,1,0,0,0,0,0,22,0,1,1,fake_10240.jpg,0
0,0,1,0,1,0,1,0,49,0,0,0,fake_10241.jpg,0
0,0,1,1,1,1,0,1,53,0,1,1,fake_10242.jpg,0
6,0,1,0,0,0,0,0,14,0,1,1,fake_10243.jpg,0
0,0,0,0,1,1,1,0,40,0,0,1,fake_10244.jpg,0
8,0,1,0,0,0,0,0,12,0,0,0,fake_10245.jpg,0
0,1,0,0,1,1,1,0,47,0,1,1,fake_10246.jpg,0
10,0,1,1,0,0,0,0,10,0,0,1,fake_10247.jpg,0
0,0,1,0,1,0,1,0,52,0,0,1,fake_10248.jpg,0
7,0,1,0,0,0,0,0,13,0,0,1,fake_10249.jpg,0
0,0,1,0,0,0,0,0,30,1,0,1,fake_1025.jpg,0
0,0,0,0,1,0,1,0,40,0,0,1,fake_10250.jpg,0
0,0,0,0,1,1,1,0,40,0,0,1,fake_10251.jpg,0
0,0,0,0,1,1,1,0,39,0,1,0,fake_10252.jpg,0
0,0,0,0,1,1,0,1,40,0,0,1,fake_10253.jpg,0
0,0,1,0,0,0,0,0,22,0,1,1,fake_10254.jpg,0
0,0,0,0,1,1,1,0,40,0,1,1,fake_10255.jpg,0
0,0,0,0,1,1,0,1,39,0,0,0,fake_10256.jpg,0
0,1,1,1,1,1,1,0,66,0,0,0,fake_10257.jpg,0
6,0,1,0,0,0,0,0,14,0,1,1,fake_10258.jpg,0
0,0,0,0,1,0,1,0,40,0,1,1,fake_10259.jpg,0
0,0,0,0,1,1,1,0,39,0,1,0,fake_1026.jpg,0
0,0,1,1,1,1,1,0,59,0,1,0,fake_10260.jpg,0
7,0,1,0,0,0,0,0,13,0,0,1,fake_10261.jpg,0
6,0,1,1,0,0,0,0,14,0,1,0,fake_10262.jpg,0
0,0,1,1,1,1,0,1,48,0,0,0,fake_10263.jpg,0
0,0,1,1,0,0,0,0,21,0,0,1,fake_10264.jpg,0
0,0,1,1,1,1,0,1,60,0,1,1,fake_10265.jpg,0
0,0,1,0,1,1,0,1,60,0,0,1,fake_10266.jpg,0
0,0,0,0,1,0,1,0,40,0,1,1,fake_10267.jpg,0
0,0,0,0,1,0,1,0,49,1,1,1,fake_10268.jpg,0
0,1,1,1,1,1,0,1,63,0,1,1,fake_10269.jpg,0
0,0,1,0,0,0,0,0,22,0,1,1,fake_1027.jpg,0
0,1,1,1,0,0,0,0,26,0,0,1,fake_10270.jpg,0
0,0,0,0,1,1,1,0,40,0,0,1,fake_10271.jpg,0
19,0,0,0,0,0,0,0,1,0,0,1,fake_10272.jpg,0
0,1,1,0,1,1,1,0,71,0,1,1,fake_10273.jpg,0
0,0,0,0,1,0,1,0,40,0,0,1,fake_10274.jpg,0
0,0,1,1,1,1,1,0,60,0,0,1,fake_10275.jpg,0
10,0,0,0,0,0,0,0,10,1,0,1,fake_10276.jpg,0
0,0,1,1,1,1,1,0,61,1,0,0,fake_10277.jpg,0
0,0,1,1,0,0,0,0,20,0,0,0,fake_10278.jpg,0
0,1,1,1,1,1,0,1,72,0,1,1,fake_10279.jpg,0
0,0,1,0,0,0,0,0,30,1,0,1,fake_1028.jpg,0
0,0,1,1,1,1,1,0,58,1,0,1,fake_10280.jpg,0
0,0,0,0,1,1,0,1,39,0,1,0,fake_10281.jpg,0
0,0,1,1,1,1,1,0,48,0,0,0,fake_10282.jpg,0
0,1,1,1,0,0,0,0,33,0,1,0,fake_10283.jpg,0
18,0,0,0,0,0,0,0,2,0,1,1,fake_10284.jpg,0
0,0,0,0,1,1,1,0,40,0,0,1,fake_10285.jpg,0
0,0,1,0,1,0,1,0,61,1,0,1,fake_10286.jpg,0
0,0,0,0,1,1,0,1,40,0,0,1,fake_10287.jpg,0
0,0,1,1,1,1,1,0,60,0,1,1,fake_10288.jpg,0
0,1,0,0,1,1,1,0,55,1,1,0,fake_10289.jpg,0
0,0,1,0,1,1,1,0,60,0,0,1,fake_1029.jpg,0
0,1,0,0,0,0,0,0,20,0,0,1,fake_10290.jpg,0
0,0,1,0,0,0,0,0,21,0,0,1,fake_10291.jpg,0
0,1,1,1,1,1,0,1,76,0,0,0,fake_10292.jpg,0
0,1,0,0,1,1,1,0,52,0,0,1,fake_10293.jpg,0
0,0,1,1,1,1,1,0,53,0,0,1,fake_10294.jpg,0
2,1,1,0,0,0,0,0,18,0,1,0,fake_10295.jpg,0
10,0,0,0,0,0,0,0,10,1,1,0,fake_10296.jpg,0
0,1,1,0,1,1,1,0,67,0,1,1,fake_10297.jpg,0
0,1,0,0,1,0,1,0,57,0,0,1,fake_10298.jpg,0
0,0,0,0,1,1,1,0,40,0,0,1,fake_10299.jpg,0
0,0,1,1,1,1,0,1,49,0,0,1,fake_103.jpg,0
0,0,1,0,0,0,0,0,31,1,1,1,fake_1030.jpg,0
0,1,1,1,1,1,0,1,72,0,0,1,fake_10300.jpg,0
0,0,1,1,1,1,0,1,49,0,0,1,fake_10301.jpg,0
0,0,1,0,1,0,1,0,59,0,1,0,fake_10302.jpg,0
0,0,1,1,0,0,0,0,31,1,1,1,fake_10303.jpg,0
0,0,1,1,1,0,1,0,60,0,0,1,fake_10304.jpg,0
0,1,1,0,1,1,1,0,58,0,0,0,fake_10305.jpg,0
0,0,1,0,1,1,1,0,52,0,0,1,fake_10306.jpg,0
0,0,1,1,1,1,1,0,49,0,0,1,fake_10307.jpg,0
0,1,1,1,0,0,0,0,29,0,0,1,fake_10308.jpg,0
0,1,0,0,1,0,1,0,50,0,0,0,fake_10309.jpg,0
0,0,1,0,1,0,1,0,51,0,0,0,fake_1031.jpg,0
0,1,1,1,1,1,0,1,70,0,0,1,fake_10310.jpg,0
0,0,0,0,1,0,1,0,39,0,1,0,fake_10311.jpg,0
0,0,1,0,1,0,1,0,49,0,0,0,fake_10312.jpg,0
0,0,1,1,1,0,1,0,58,1,1,1,fake_10313.jpg,0
0,0,0,0,1,1,1,0,40,0,1,1,fake_10314.jpg,0
19,0,0,0,0,0,0,0,1,0,0,1,fake_10315.jpg,0
0,0,0,0,1,1,1,0,40,0,0,1,fake_10316.jpg,0
0,0,1,0,1,1,1,0,51,0,0,0,fake_10317.jpg,0
0,0,0,0,1,1,1,0,40,0,0,1,fake_10318.jpg,0
19,0,0,0,0,0,0,0,1,0,0,1,fake_10319.jpg,0
0,0,0,0,1,1,0,1,39,0,1,0,fake_1032.jpg,0
0,0,1,0,1,1,0,1,52,0,0,1,fake_10320.jpg,0
0,1,0,0,1,0,1,0,52,0,0,0,fake_10321.jpg,0
0,0,1,0,1,0,1,0,50,0,1,1,fake_10322.jpg,0
0,1,0,0,1,0,1,0,47,0,0,1,fake_10323.jpg,0
0,1,1,1,1,0,1,0,60,0,0,1,fake_10324.jpg,0
9,0,1,0,0,0,0,0,11,0,1,0,fake_10325.jpg,0
0,0,0,0,1,0,1,0,48,1,1,0,fake_10326.jpg,0
10,0,1,0,0,0,0,0,10,0,0,0,fake_10327.jpg,0
0,0,1,1,1,1,1,0,53,0,0,1,fake_10328.jpg,0
0,0,1,0,1,1,1,0,69,1,0,1,fake_10329.jpg,0
0,0,1,1,1,0,1,0,49,0,0,1,fake_1033.jpg,0
0,0,0,0,1,1,1,0,39,0,0,0,fake_10330.jpg,0
0,0,0,0,1,1,1,0,40,0,0,1,fake_10331.jpg,0
0,0,0,0,1,1,1,0,40,0,1,1,fake_10332.jpg,0
0,1,1,1,1,0,1,0,67,0,0,0,fake_10333.jpg,0
0,1,0,0,1,0,1,0,58,0,1,1,fake_10334.jpg,0
0,0,1,0,1,1,1,0,49,0,0,0,fake_10335.jpg,0
0,0,0,0,1,1,1,0,40,0,0,1,fake_10336.jpg,0
0,0,0,0,1,1,1,0,40,0,0,1,fake_10337.jpg,0
9,0,1,0,0,0,0,0,11,0,0,1,fake_10338.jpg,0
6,0,1,1,0,0,0,0,14,0,0,1,fake_10339.jpg,0
0,0,1,0,0,0,0,0,22,0,1,1,fake_1034.jpg,0
7,1,0,0,0,0,0,0,13,0,0,0,fake_10340.jpg,0
0,1,0,0,0,0,0,0,29,1,1,0,fake_10341.jpg,0
